address,property_type,area_name,municipality,is_savedalen,sale_type,sold_date,year,month,final_price_sek,asking_price_sek,price_change_sek,price_change_percent,living_area_m2,extra_area_m2,rooms,plot_area_m2,price_per_m2,bid_change_percent,source_url,source_text
Kåbäcksvägen 23,Villa,Övre Kåbäcken,Partille,no,Lagfart,2024-07-22,2024,7,5700000,5700000.0,0.0,0.0,170.0,64.0,6.0,460.0,33500.0,0.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,Lagfart Kåbäcksvägen 23 Villa · Övre Kåbäcken · Partille 5 700 000 kr 170 + 64 m² 6 rum 460 m² tomt 33 500 kr/m² Uteplats 2024-07-22 +/-0%
Ådäljan 21,Radhus,Södra Sävedalen,Partille,yes,Lagfart,2024-07-18,2024,7,5000000,5549000.0,-549000.0,-9.9,115.0,,4.0,157.0,43500.0,-9.9,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,"Lagfart Ådäljan 21 Radhus · Södra Sävedalen · Partille 5 000 000 kr 115 m² 4 rum 157 m² tomt 43 500 kr/m² Uteplats 2024-07-18 -9,9%"
Bystämmevägen 10B,Villa,Furuskog,Partille,no,Lagfart,2024-06-02,2024,6,7200000,6963000.0,237000.0,3.4,205.0,30.0,6.0,811.0,35100.0,3.4,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,"Lagfart Bystämmevägen 10B Villa · Furuskog · Partille 7 200 000 kr 205 + 30 m² 6 rum 811 m² tomt 35 100 kr/m² Balkong 2024-06-02 +3,4%"
Torsvägen 33,Villa,Sävedalen,Partille,yes,Lagfart,2024-07-30,2024,7,6000000,5888000.0,112000.0,1.9,98.0,49.0,6.0,754.0,61200.0,1.9,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,"Lagfart Torsvägen 33 Villa · Sävedalen · Partille 6 000 000 kr 98 + 49 m² 6 rum 754 m² tomt 61 200 kr/m² 2024-07-30 +1,9%"
Lindbackevägen 1,Villa,Öjersjö,Partille,no,Lagfart,2024-07-07,2024,7,8000000,8969000.0,-969000.0,-10.8,158.0,9.0,5.0,988.0,50600.0,-10.8,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,"Lagfart Lindbackevägen 1 Villa · Öjersjö · Partille 8 000 000 kr 158 + 9 m² 5 rum 988 m² tomt 50 600 kr/m² 2024-07-07 -10,8%"
Fornfyndsvägen 2A,Villa,Furuskog,Partille,no,Lagfart,2024-08-07,2024,8,5800000,,,,120.0,76.0,6.0,822.0,48300.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,Lagfart Fornfyndsvägen 2A Villa · Furuskog · Partille 5 800 000 kr 120 + 76 m² 6 rum 822 m² tomt 48 300 kr/m² 2024-08-07
Nygårdsvägen 16C,Radhus,Lexby,Partille,no,Lagfart,2024-07-03,2024,7,3750000,3676000.0,74000.0,2.0,108.0,51.0,5.0,110.0,34700.0,2.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,Lagfart Nygårdsvägen 16C Radhus · Lexby · Partille 3 750 000 kr 108 + 51 m² 5 rum 110 m² tomt 34 700 kr/m² Uteplats 2024-07-03 +2%
Fussegårdsvägen 6,Villa,Kåhög,Partille,no,Lagfart,2024-05-23,2024,5,5000000,4975000.0,25000.0,0.5,110.0,126.0,5.0,773.0,45500.0,0.5,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,"Lagfart Fussegårdsvägen 6 Villa · Kåhög · Partille 5 000 000 kr 110 + 126 m² 5 rum 773 m² tomt 45 500 kr/m² 2024-05-23 +0,5%"
Kullegärdet 84,Radhus,Södra Sävedalen,Partille,yes,Lagfart,2024-06-11,2024,6,5500000,5107000.0,393000.0,7.7,114.0,30.0,5.0,152.0,48200.0,7.7,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,"Lagfart Kullegärdet 84 Radhus · Södra Sävedalen · Partille 5 500 000 kr 114 + 30 m² 5 rum 152 m² tomt 48 200 kr/m² Balkong Uteplats 2024-06-11 +7,7%"
Öjersjövägen 17A,Villa,Öjersjö,Partille,no,Lagfart,2024-03-08,2024,3,8350000,,,,136.0,72.0,6.0,1400.0,61400.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,Lagfart Öjersjövägen 17A Villa · Öjersjö · Partille 8 350 000 kr 136 + 72 m² 6 rum 1 400 m² tomt 61 400 kr/m² Eldstad Uteplats 2024-03-08
Skulebergsvägen 17,Villa,Furuskog,Partille,no,Lagfart,2024-06-19,2024,6,4300000,4826000.0,-526000.0,-10.9,130.0,,4.0,330.0,33100.0,-10.9,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,"Lagfart Skulebergsvägen 17 Villa · Furuskog · Partille 4 300 000 kr 130 m² 4 rum 330 m² tomt 33 100 kr/m² 2024-06-19 -10,9%"
Mossgårdsvägen 7,Villa,Kåhög,Partille,no,Lagfart,2024-07-04,2024,7,4000000,4065000.0,-65000.0,-1.6,152.0,64.0,,1048.0,26300.0,-1.6,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,"Lagfart Mossgårdsvägen 7 Villa · Kåhög · Partille 4 000 000 kr 152 + 64 m² 1 048 m² tomt 26 300 kr/m² 2024-07-04 -1,6%"
Mimersvägen 37B,Villa,Sävedalen,Partille,yes,Lagfart,2024-05-08,2024,5,7850000,,,,152.0,12.0,5.0,374.0,51600.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,Lagfart Mimersvägen 37B Villa · Sävedalen · Partille 7 850 000 kr 152 + 12 m² 5 rum 374 m² tomt 51 600 kr/m² Balkong Eldstad 2024-05-08
Brase-Emmas väg 22,Kedjehus,Partille kommun,Partille,no,Lagfart,2024-09-25,2024,9,7150000,6922000.0,228000.0,3.3,126.0,,,318.0,56700.0,3.3,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,"Lagfart Brase-Emmas väg 22 Kedjehus · Partille kommun · Partille 7 150 000 kr 126 m² 318 m² tomt 56 700 kr/m² 2024-09-25 +3,3%"
Röliden 50,Villa,Sävedalen,Partille,yes,Lagfart,2024-06-19,2024,6,6500000,6335000.0,165000.0,2.6,145.0,18.0,4.0,646.0,44800.0,2.6,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,"Lagfart Röliden 50 Villa · Sävedalen · Partille 6 500 000 kr 145 + 18 m² 4 rum 646 m² tomt 44 800 kr/m² Eldstad 2024-06-19 +2,6%"
Fjällvindsvägen 55,Villa,Furulund,Partille,no,Lagfart,2024-05-07,2024,5,7175000,,,,172.0,,6.0,749.0,41700.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,Lagfart Fjällvindsvägen 55 Villa · Furulund · Partille 7 175 000 kr 172 m² 6 rum 749 m² tomt 41 700 kr/m² Balkong 2024-05-07
Ekebergsvägen 4,Villa,Partille kommun,Partille,no,Lagfart,2024-09-20,2024,9,6700000,,,,110.0,20.0,,713.0,60900.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,Lagfart Ekebergsvägen 4 Villa · Partille kommun · Partille 6 700 000 kr 110 + 20 m² 713 m² tomt 60 900 kr/m² 2024-09-20
Fykelyckan 2,Radhus,Partille kommun,Partille,no,Lagfart,2024-09-20,2024,9,5100000,5065000.0,35000.0,0.7,94.0,,,125.0,54300.0,0.7,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,"Lagfart Fykelyckan 2 Radhus · Partille kommun · Partille 5 100 000 kr 94 m² 125 m² tomt 54 300 kr/m² 2024-09-20 +0,7%"
Gåvovägen 1A,Villa,Skulltorp,Partille,no,Lagfart,2024-05-14,2024,5,6950000,6868000.0,82000.0,1.2,163.0,34.0,6.0,563.0,42600.0,1.2,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,"Lagfart Gåvovägen 1A Villa · Skulltorp · Partille 6 950 000 kr 163 + 34 m² 6 rum 563 m² tomt 42 600 kr/m² 2024-05-14 +1,2%"
Tåbäcksvägen 7A,Parhus,Öjersjö,Partille,no,Slutpris,2024-09-15,2024,9,5050000,5190000.0,-140000.0,-2.7,92.0,21.0,4.0,,54900.0,-2.7,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,"Slutpris Tåbäcksvägen 7A Parhus · Öjersjö · Partille 5 050 000 kr 92 + 21 m² 4 rum 54 900 kr/m² 2024-09-15 -2,7%"
Nygårdsvägen 26C,Radhus,Lexby,Partille,no,Lagfart,2024-07-09,2024,7,3650000,,,,108.0,51.0,4.0,110.0,33800.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,Lagfart Nygårdsvägen 26C Radhus · Lexby · Partille 3 650 000 kr 108 + 51 m² 4 rum 110 m² tomt 33 800 kr/m² 2024-07-09
Mistelvägen 7,Kedjehus,Sävedalen,Partille,yes,Lagfart,2024-06-02,2024,6,4400000,4641000.0,-241000.0,-5.2,108.0,3.0,5.0,346.0,40700.0,-5.2,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,"Lagfart Mistelvägen 7 Kedjehus · Sävedalen · Partille 4 400 000 kr 108 + 3 m² 5 rum 346 m² tomt 40 700 kr/m² Uteplats 2024-06-02 -5,2%"
Hubertusvägen 5C,Radhus,Partille Centrum,Partille,no,Slutpris,2024-09-07,2024,9,3650000,,,,74.0,35.0,4.0,,49300.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,Slutpris Hubertusvägen 5C Radhus · Partille Centrum · Partille 3 650 000 kr 74 + 35 m² 4 rum 49 300 kr/m² Uteplats 2024-09-07
Gullringsvägen 22,Villa,Partille kommun,Partille,no,Lagfart,2024-09-06,2024,9,7300000,7573000.0,-273000.0,-3.6,122.0,112.0,,679.0,59800.0,-3.6,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,"Lagfart Gullringsvägen 22 Villa · Partille kommun · Partille 7 300 000 kr 122 + 112 m² 679 m² tomt 59 800 kr/m² 2024-09-06 -3,6%"
Skogsräntevägen 5,Villa,Furuskog,Partille,no,Lagfart,2023-11-16,2023,11,6700000,,,,167.0,32.0,6.0,736.0,40100.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,Lagfart Skogsräntevägen 5 Villa · Furuskog · Partille 6 700 000 kr 167 + 32 m² 6 rum 736 m² tomt 40 100 kr/m² Uteplats 2023-11-16
Tåbäcksvägen 16,Villa,Partille kommun,Partille,no,Lagfart,2024-09-03,2024,9,5100000,5944000.0,-844000.0,-14.2,,,,1325.0,,-14.2,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,"Lagfart Tåbäcksvägen 16 Villa · Partille kommun · Partille 5 100 000 kr 1 325 m² tomt 2024-09-03 -14,2%"
Bäcketorpsvägen 3,Villa,Göteborg,Partille,no,Lagfart,2024-06-13,2024,6,3900000,3621000.0,279000.0,7.7,150.0,50.0,6.0,745.0,26000.0,7.7,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,"Lagfart Bäcketorpsvägen 3 Villa · Göteborg · Partille 3 900 000 kr 150 + 50 m² 6 rum 745 m² tomt 26 000 kr/m² Eldstad 2024-06-13 +7,7%"
Ravinvägen 17,Kedjehus,Sävedalen,Partille,yes,Lagfart,2024-04-29,2024,4,7000000,6776000.0,224000.0,3.3,135.0,4.0,5.0,632.0,51900.0,3.3,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,"Lagfart Ravinvägen 17 Kedjehus · Sävedalen · Partille 7 000 000 kr 135 + 4 m² 5 rum 632 m² tomt 51 900 kr/m² Eldstad 2024-04-29 +3,3%"
Goalovsvägen 3,Kedjehus,Övre Kåbäcken,Partille,no,Lagfart,2024-04-25,2024,4,3875000,3708000.0,167000.0,4.5,83.0,8.0,3.0,431.0,46700.0,4.5,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,"Lagfart Goalovsvägen 3 Kedjehus · Övre Kåbäcken · Partille 3 875 000 kr 83 + 8 m² 3 rum 431 m² tomt 46 700 kr/m² Uteplats 2024-04-25 +4,5%"
Ådäljan 5,Radhus,Södra Sävedalen,Partille,yes,Lagfart,2024-04-12,2024,4,5720000,5720000.0,0.0,0.0,115.0,,5.0,157.0,49700.0,0.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,Lagfart Ådäljan 5 Radhus · Södra Sävedalen · Partille 5 720 000 kr 115 m² 5 rum 157 m² tomt 49 700 kr/m² Uteplats 2024-04-12 +/-0%
Hossabergsvägen 68,Villa,Öjersjö,Partille,no,Lagfart,2024-07-04,2024,7,8000000,8342000.0,-342000.0,-4.1,137.0,6.0,5.0,275.0,58400.0,-4.1,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,"Lagfart Hossabergsvägen 68 Villa · Öjersjö · Partille 8 000 000 kr 137 + 6 m² 5 rum 275 m² tomt 58 400 kr/m² Balkong 2024-07-04 -4,1%"
Skulebergsvägen 24,Villa,Furuskog,Partille,no,Lagfart,2024-05-02,2024,5,5750000,,,,148.0,18.0,5.0,1722.0,38900.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,Lagfart Skulebergsvägen 24 Villa · Furuskog · Partille 5 750 000 kr 148 + 18 m² 5 rum 1 722 m² tomt 38 900 kr/m² 2024-05-02
Brattåskärrsvägen 59A,Villa,Partille kommun,Partille,no,Lagfart,2024-09-02,2024,9,6950000,6606000.0,344000.0,5.2,110.0,31.0,,900.0,63200.0,5.2,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,"Lagfart Brattåskärrsvägen 59A Villa · Partille kommun · Partille 6 950 000 kr 110 + 31 m² 900 m² tomt 63 200 kr/m² 2024-09-02 +5,2%"
Furubergsvägen 31,Villa,Öjersjö,Partille,no,Lagfart,2024-05-23,2024,5,8200000,8119000.0,81000.0,1.0,129.0,60.0,6.0,1148.0,63600.0,1.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,Lagfart Furubergsvägen 31 Villa · Öjersjö · Partille 8 200 000 kr 129 + 60 m² 6 rum 1 148 m² tomt 63 600 kr/m² Uteplats 2024-05-23 +1%
Ulvåsvägen 15,Villa,Paradiset,Partille,no,Lagfart,2024-04-12,2024,4,5300000,,,,131.0,15.0,5.0,476.0,40500.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,Lagfart Ulvåsvägen 15 Villa · Paradiset · Partille 5 300 000 kr 131 + 15 m² 5 rum 476 m² tomt 40 500 kr/m² 2024-04-12
Kåbäcksvägen 23,Villa,Övre Kåbäcken,Partille,no,Slutpris,2024-07-22,2024,7,5700000,5700000.0,0.0,0.0,170.0,64.0,6.0,460.0,40500.0,0.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=17,"Gå till innehåll Gå till sök Sök bostad Värdera Hitta mäklare Mäklarmatchning Sök mäklare Mäklarbyråer Sälja bostad på Booli Skaffa kunskap Till salu 58 Slutpris 5 268 Nyproduktion 4 Partille kommun 0 sökförslag visas. Sökfilter 2 Visa karta Slutpriser för hus i Partille kommun Säljdatum — Lagfart Kåbäcksvägen 23 Villa · Övre Kåbäcken · Partille 5 700 000 kr 170 + 64 m² 6 rum 460 m² tomt 33 500 kr/m² Uteplats 2024-07-22 +/-0% Lagfart Ådäljan 21 Radhus · Södra Sävedalen · Partille 5 000 000 kr 115 m² 4 rum 157 m² tomt 43 500 kr/m² Uteplats 2024-07-18 -9,9% Lagfart Bystämmevägen 10B Villa · Furuskog · Partille 7 200 000 kr 205 + 30 m² 6 rum 811 m² tomt 35 100 kr/m² Balkong 2024-06-02 +3,4% Lagfart Torsvägen 33 Villa · Sävedalen · Partille 6 000 000 kr 98 + 49 m² 6 rum 754 m² tomt 61 200 kr/m² 2024-07-30 +1,9% Lagfart Lindbackevägen 1 Villa · Öjersjö · Partille 8 000 000 kr 158 + 9 m² 5 rum 988 m² tomt 50 600 kr/m² 2024-07-07 -10,8% Lagfart Fornfyndsvägen 2A Villa · Furuskog · Partille 5 800 000 kr 120 + 76 m² 6 rum 822 m² tomt 48 300 kr/m² 2024-08-07 — Lagfart Nygårdsvägen 16C Radhus · Lexby · Partille 3 750 000 kr 108 + 51 m² 5 rum 110 m² tomt 34 700 kr/m² Uteplats 2024-07-03 +2% Lagfart Fussegårdsvägen 6 Villa · Kåhög · Partille 5 000 000 kr 110 + 126 m² 5 rum 773 m² tomt 45 500 kr/m² 2024-05-23 +0,5% Lagfart Kullegärdet 84 Radhus · Södra Sävedalen · Partille 5 500 000 kr 114 + 30 m² 5 rum 152 m² tomt 48 200 kr/m² Balkong Uteplats 2024-06-11 +7,7% Lagfart Öjersjövägen 17A Villa · Öjersjö · Partille 8 350 000 kr 136 + 72 m² 6 rum 1 400 m² tomt 61 400 kr/m² Eldstad Uteplats 2024-03-08 — Lagfart Skulebergsvägen 17 Villa · Furuskog · Partille 4 300 000 kr 130 m² 4 rum 330 m² tomt 33 100 kr/m² 2024-06-19 -10,9% Lagfart Mossgårdsvägen 7 Villa · Kåhög · Partille 4 000 000 kr 152 + 64 m² 1 048 m² tomt 26 300 kr/m² 2024-07-04 -1,6% Lagfart Mimersvägen 37B Villa · Sävedalen · Partille 7 850 000 kr 152 + 12 m² 5 rum 374 m² tomt 51 600 kr/m² Balkong Eldstad 2024-05-08 — Lagfart Brase-Emmas väg 22 Kedjehus · Partille kommun · Partille 7 150 000 kr 126 m² 318 m² tomt 56 700 kr/m² 2024-09-25 +3,3% Lagfart Röliden 50 Villa · Sävedalen · Partille 6 500 000 kr 145 + 18 m² 4 rum 646 m² tomt 44 800 kr/m² Eldstad 2024-06-19 +2,6% Lagfart Fjällvindsvägen 55 Villa · Furulund · Partille 7 175 000 kr 172 m² 6 rum 749 m² tomt 41 700 kr/m² Balkong 2024-05-07 — Lagfart Ekebergsvägen 4 Villa · Partille kommun · Partille 6 700 000 kr 110 + 20 m² 713 m² tomt 60 900 kr/m² 2024-09-20 — Lagfart Fykelyckan 2 Radhus · Partille kommun · Partille 5 100 000 kr 94 m² 125 m² tomt 54 300 kr/m² 2024-09-20 +0,7% Lagfart Gåvovägen 1A Villa · Skulltorp · Partille 6 950 000 kr 163 + 34 m² 6 rum 563 m² tomt 42 600 kr/m² 2024-05-14 +1,2% Slutpris Tåbäcksvägen 7A Parhus · Öjersjö · Partille 5 050 000 kr 92 + 21 m² 4 rum 54 900 kr/m² 2024-09-15 -2,7% Lagfart Nygårdsvägen 26C Radhus · Lexby · Partille 3 650 000 kr 108 + 51 m² 4 rum 110 m² tomt 33 800 kr/m² 2024-07-09 Går du i säljtankar? Med vår matchningstjänst kan du gratis hitta en mäklare som är expert på just ditt område och din bostad. +10,7% Lagfart Mistelvägen 7 Kedjehus · Sävedalen · Partille 4 400 000 kr 108 + 3 m² 5 rum 346 m² tomt 40 700 kr/m² Uteplats 2024-06-02 -5,2% Slutpris Hubertusvägen 5C Radhus · Partille Centrum · Partille 3 650 000 kr 74 + 35 m² 4 rum 49 300 kr/m² Uteplats 2024-09-07 — Lagfart Gullringsvägen 22 Villa · Partille kommun · Partille 7 300 000 kr 122 + 112 m² 679 m² tomt 59 800 kr/m² 2024-09-06 -3,6% Lagfart Skogsräntevägen 5 Villa · Furuskog · Partille 6 700 000 kr 167 + 32 m² 6 rum 736 m² tomt 40 100 kr/m² Uteplats 2023-11-16 — Lagfart Tåbäcksvägen 16 Villa · Partille kommun · Partille 5 100 000 kr 1 325 m² tomt 2024-09-03 -14,2% Lagfart Bäcketorpsvägen 3 Villa · Göteborg · Partille 3 900 000 kr 150 + 50 m² 6 rum 745 m² tomt 26 000 kr/m² Eldstad 2024-06-13 +7,7% Lagfart Ravinvägen 17 Kedjehus · Sävedalen · Partille 7 000 000 kr 135 + 4 m² 5 rum 632 m² tomt 51 900 kr/m² Eldstad 2024-04-29 +3,3% Lagfart Goalovsvägen 3 Kedjehus · Övre Kåbäcken · Partille 3 875 000 kr 83 + 8 m² 3 rum 431 m² tomt 46 700 kr/m² Uteplats 2024-04-25 +4,5% Lagfart Ådäljan 5 Radhus · Södra Sävedalen · Partille 5 720 000 kr 115 m² 5 rum 157 m² tomt 49 700 kr/m² Uteplats 2024-04-12 +/-0% Lagfart Hossabergsvägen 68 Villa · Öjersjö · Partille 8 000 000 kr 137 + 6 m² 5 rum 275 m² tomt 58 400 kr/m² Balkong 2024-07-04 -4,1% Lagfart Skulebergsvägen 24 Villa · Furuskog · Partille 5 750 000 kr 148 + 18 m² 5 rum 1 722 m² tomt 38 900 kr/m² 2024-05-02 — Lagfart Brattåskärrsvägen 59A Villa · Partille kommun · Partille 6 950 000 kr 110 + 31 m² 900 m² tomt 63 200 kr/m² 2024-09-02 +5,2% Lagfart Furubergsvägen 31 Villa · Öjersjö · Partille 8 200 000 kr 129 + 60 m² 6 rum 1 148 m² tomt 63 600 kr/m² Uteplats 2024-05-23 +1% Lagfart Ulvåsvägen 15 Villa · Paradiset · Partille 5 300 000 kr 131 + 15 m² 5 rum 476 m² tomt 40 500 kr/m² 2024-04-12 Cecilia, produktägare Vad tycker du om vår karta? 5 268 slutpriser för bostäder. Läs mer om Partille Slutpris för villor, kedjehus, parhus och radhus i Partille Partille kommun är ett område i Västra Götalands län. De senaste två månaderna har det kommit in 104 slutpriser/lagfarter för villor, kedjehus, parhus och radhus i Partille kommun till Booli. Informationen bygger på lagfarter från Lantmäteriet, mäklarrapporterade slutpriser och sista bud. Mer information om vad slutpriser är finns här . I Partille kommun är snittutropspriset 3 837 900 kr . Det tar 37 dagar i genomsnitt att sälja en bostad och 40 säljare har valt att sänka sitt utropspris i Partille kommun. Du kan även söka på slutpriser för bostäder i Partille kommun eller slutpriser för lägenheter i Partille kommun . Hitta fler slutpriser för villor, kedjehus, parhus och radhus i Orust , slutpriser för villor, kedjehus, parhus och radhus i Sotenäs , slutpriser för villor, kedjehus, parhus och radhus i Stenungsund och slutpriser för villor, kedjehus, parhus och radhus i Härryda . Visar sida 17 av 151 15 16 17 18 19 Föregående sida Nästa sida Mäklare i området Annons Nyproduktion till salu Annons Planerad nyproduktion Tjänster Bostadssök Bostadsvärdering Kunskap Räntekartan Booli Pro Bannerannonsering För mäklare Sälja bostad Mäklare i Stockholm Mäklare i Göteborg Mäklare i Malmö Alla mäklarbyråer Alla mäklare Mäklararvoden Mäklarmatchning Om oss Om Booli Press Jobba här Kontakt Vanliga frågor Integritet Användarvillkor Integritetspolicy Om GDPR Cookies Cookieinställningar Ladda ned Google Play App Store Booli är en bostadssajt och en mäklarguide där du hittar Sveriges största samlade utbud av bostäder till salu, slutpriser och värderar din bostad. Vi är en del av SBAB:s trygga och enkla tjänster för bolån och boendeekonomi. Ansvarig utgivare: Sebastian Wickert. © 2026 Booli Search Technologies AB."
Bergshamravägen 15,Villa,Sävedalen,Partille,yes,Lagfart,2024-04-12,2024,4,7200000,7947000.0,-747000.0,-9.4,170.0,65.0,6.0,584.0,42400.0,-9.4,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=18,"Lagfart Bergshamravägen 15 Villa · Sävedalen · Partille 7 200 000 kr 170 + 65 m² 6 rum 584 m² tomt 42 400 kr/m² Eldstad 2024-04-12 -9,4%"
Skogsräntevägen 6,Villa,Furuskog,Partille,no,Lagfart,2024-06-05,2024,6,5300000,,,,110.0,92.0,7.0,642.0,48200.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=18,Lagfart Skogsräntevägen 6 Villa · Furuskog · Partille 5 300 000 kr 110 + 92 m² 7 rum 642 m² tomt 48 200 kr/m² Uteplats 2024-06-05
Friggavägen 18,Villa,Partille kommun,Partille,no,Lagfart,2024-08-28,2024,8,5400000,5400000.0,0.0,0.0,67.0,54.0,,904.0,80600.0,0.0,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=18,Lagfart Friggavägen 18 Villa · Partille kommun · Partille 5 400 000 kr 67 + 54 m² 904 m² tomt 80 600 kr/m² 2024-08-28 +/-0%
Nygårdsvägen 22E,Radhus,Mellby,Partille,no,Lagfart,2024-06-26,2024,6,3200000,3289000.0,-89000.0,-2.7,87.0,28.0,4.0,76.0,36800.0,-2.7,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=18,"Lagfart Nygårdsvägen 22E Radhus · Mellby · Partille 3 200 000 kr 87 + 28 m² 4 rum 76 m² tomt 36 800 kr/m² Balkong Uteplats 2024-06-26 -2,7%"
Göteborgsvägen 115,Villa,Centrala Sävedalen,Partille,yes,Lagfart,2024-05-24,2024,5,6300000,,,,107.0,59.0,6.0,1420.0,58900.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=18,Lagfart Göteborgsvägen 115 Villa · Centrala Sävedalen · Partille 6 300 000 kr 107 + 59 m² 6 rum 1 420 m² tomt 58 900 kr/m² Uteplats 2024-05-24
Kullegärdet 33,Radhus,Partille kommun,Partille,no,Lagfart,2024-08-26,2024,8,4350000,,,,114.0,,5.0,152.0,38200.0,,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=18,Lagfart Kullegärdet 33 Radhus · Partille kommun · Partille 4 350 000 kr 114 m² 5 rum 152 m² tomt 38 200 kr/m² 2024-08-26
Rävekärrsvägen 12,Villa,Öjersjö,Partille,no,Lagfart,2024-05-24,2024,5,9600000,8163000.0,1437000.0,17.6,148.0,70.0,7.0,996.0,64900.0,17.6,https://www.booli.se/sok/slutpriser?areaIds=268&objectType=Villa%2CKedjehus-Parhus-Radhus&page=18,"Lagfart Rävekärrsvägen 12 Villa · Öjersjö · Partille 9 600 000 kr 148 + 70 m² 7 rum 996 m² tomt 64 900 kr/m² 2024-05-24 +17,6%"
